"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Authentification","0","Connexion","1","0","Un utilisateur non approuvé est redirigé vers la page d'onboarding incomplète après connexion","0"
"0","Transferts","0","Dépôts","1","0","Un utilisateur ne peut pas initier un retrait de cryptomonnaies s'il n'a pas d'adresse de retrait enregistrée","0"
"0","Authentification","0","Authentification à deux facteurs","1","0","Un utilisateur peut activer et désactiver l'authentification à deux facteurs avec succès","0"
"0","Trading","0","Achat de cryptomonnaies","1","0","Le formulaire d'achat de cryptomonnaies affiche les messages d'erreur appropriés en cas de données invalides","0"
"0","Transferts","2","Transferts internes","0","0","","0"
"0","Navigation","0","Navigation in-app","1","0","Un utilisateur peut naviguer vers les principales sections du site via le menu utilisateur","0"
"0","Investissement","0","Plan Bitcoin Famille","1","0","La page de présentation du Plan Bitcoin Famille est accessible et affiche les informations clés à un utilisateur non connecté","0"
"0","Transferts","0","Envoi par email","1","0","Un utilisateur peut envoyer des cryptomonnaies à un destinataire via son adresse email avec succès","0"
"0","Trading","0","Mode Expert","1","0","Un utilisateur peut acheter du BTC en ordre limite avec succès","0"
"0","Trading","0","Achat de cryptomonnaies","1","0","Validations du formulaire d'achat","0"
"0","Trading","0","Achat de cryptomonnaies","1","0","Un utilisateur peut acheter de l'ETH via le compte de trading avec succès","0"
"0","Trading","0","Vente de cryptomonnaies","1","0","Un utilisateur peut vendre du BTC avec succès","0"
"0","Gestion du compte","0","Changement de mot de passe","1","0","Un utilisateur peut changer son mot de passe avec succès","0"
"0","Trading","0","Achat de cryptomonnaies","1","0","Un utilisateur peut acheter du BTC via une nouvelle carte de paiement avec succès","0"
"0","Trading","0","Échange de cryptomonnaies","1","0","Un utilisateur peut échanger de l'USDC contre de l'ETH avec succès","0"
"0","Navigation","1","Navigation in-app","0","0","Un utilisateur peut naviguer vers les principales sections du site via la barre de navigation","0"
"0","Trading","0","Échange de cryptomonnaies","1","0","Un utilisateur peut échanger de l'ETH contre du BTC avec succès","0"
"0","Authentification","0","Connexion","1","0","Le formulaire de connexion affiche les messages d'erreur appropriés en cas de données invalides","0"
"0","Investissement","0","DCA (Achats récurrents)","1","0","Un utilisateur peut créer, éditer, mettre en pause, reprendre et stopper un DCA","0"
"0","Authentification","0","Déconnexion","1","0","Un utilisateur peut se déconnecter avec succès","0"
"0","Trading","0","Échange de cryptomonnaies","1","0","Un utilisateur peut échanger de l'ETH contre de l'USDC avec succès","0"
"0","Trading","0","Mode Expert","1","0","Un utilisateur peut vendre du BTC en ordre limite avec succès","0"
"0","Authentification","0","Expiration de session","1","0","Un utilisateur est automatiquement déconnecté après l'expiration de sa session","0"
"0","Authentification","0","Routes protégées","1","0","Un utilisateur non authentifié est redirigé vers la page de connexion lorsqu'il tente d'accéder à une route protégée","0"
